Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
57,drone_4,13.9377,8.8847,17.0000,17.0000,"13.017,3.425,0.700;5.852,14.083,0.297;8.628,10.375,0.422;14.918,11.287,0.313;1.475,2.179,0.383;13.528,4.716,0.253;19.192,12.410,0.256;15.691,13.228,0.472;1.326,18.384,1.320;15.094,5.130,0.486;17.405,0.610,0.361;18.170,19.805,0.289;17.896,2.788,1.027;15.227,4.587,0.297;17.441,4.574,0.968;14.509,14.222,0.757;0.688,15.517,1.253;0.786,10.003,0.712;7.982,17.967,0.281;18.396,3.850,1.310;17.236,0.661,0.295;6.392,17.719,0.446;13.971,15.156,0.432;14.851,12.481,1.067;3.753,1.990,0.464;18.846,10.060,0.663;19.058,1.833,0.900;8.443,15.140,0.374;17.060,4.673,2.007;12.833,18.721,1.919;6.128,15.452,1.259;13.187,13.664,0.236;17.290,10.457,1.056;3.090,2.457,0.891;14.313,16.850,0.205;9.563,18.518,0.266;9.552,0.205,0.203;14.859,4.484,1.302;8.117,0.994,0.311;14.104,15.193,0.464;18.282,5.991,1.267;7.247,14.343,1.248;4.896,17.973,1.878;7.948,12.153,1.078;6.941,13.881,1.289;18.460,1.444,0.330;15.320,3.988,1.519;17.486,14.081,0.444;11.069,18.104,0.880;16.288,1.678,1.194;7.034,14.192,2.348;10.260,0.381,0.322;16.312,1.377,2.185;2.488,3.907,0.346;1.897,17.610,1.101;19.012,11.421,0.351;12.374,2.328,0.348;11.916,0.819,0.815;10.126,18.092,0.650;1.692,4.229,0.609;0.509,13.514,0.380;1.120,3.778,0.874;1.175,3.505,1.180;12.646,14.931,0.958;3.242,15.018,0.412;12.199,16.602,0.964;14.321,5.037,0.769;14.546,14.827,1.247;10.839,15.095,0.435;1.449,9.069,0.446;10.156,14.038,0.465;10.836,15.918,0.834;11.748,19.321,1.188;0.908,3.193,1.337;0.357,0.824,0.256;16.631,11.709,0.385;14.346,5.533,1.005;0.159,9.039,0.224;2.273,4.576,0.285;16.470,11.023,0.977;11.957,15.274,1.914;19.051,19.829,0.315;13.909,2.371,0.226;3.611,16.836,1.836"
57,drone_5,12.2137,9.9475,17.0000,17.0000,"13.017,3.425,0.700;5.852,14.083,0.297;8.628,10.375,0.422;14.918,11.287,0.313;1.475,2.179,0.383;13.528,4.716,0.253;19.192,12.410,0.256;15.691,13.228,0.472;1.326,18.384,1.320;15.094,5.130,0.486;17.405,0.610,0.361;18.170,19.805,0.289;17.896,2.788,1.027;15.227,4.587,0.297;17.441,4.574,0.968;14.509,14.222,0.757;0.688,15.517,1.253;0.786,10.003,0.712;7.982,17.967,0.281;18.396,3.850,1.310;17.236,0.661,0.295;6.392,17.719,0.446;13.971,15.156,0.432;14.851,12.481,1.067;3.753,1.990,0.464;18.846,10.060,0.663;19.058,1.833,0.900;8.443,15.140,0.374;17.060,4.673,2.007;12.833,18.721,1.919;6.128,15.452,1.259;13.187,13.664,0.236;17.290,10.457,1.056;3.090,2.457,0.891;14.313,16.850,0.205;9.563,18.518,0.266;9.552,0.205,0.203;14.859,4.484,1.302;8.117,0.994,0.311;14.104,15.193,0.464;18.282,5.991,1.267;7.247,14.343,1.248;4.896,17.973,1.878;7.948,12.153,1.078;6.941,13.881,1.289;18.460,1.444,0.330;15.320,3.988,1.519;17.486,14.081,0.444;11.069,18.104,0.880;16.288,1.678,1.194;7.034,14.192,2.348;10.260,0.381,0.322;16.312,1.377,2.185;2.488,3.907,0.346;1.897,17.610,1.101;19.012,11.421,0.351;12.374,2.328,0.348;11.916,0.819,0.815;10.126,18.092,0.650;1.692,4.229,0.609;0.509,13.514,0.380;1.120,3.778,0.874;1.175,3.505,1.180;12.646,14.931,0.958;3.242,15.018,0.412;12.199,16.602,0.964;14.321,5.037,0.769;14.546,14.827,1.247;10.839,15.095,0.435;1.449,9.069,0.446;10.156,14.038,0.465;10.836,15.918,0.834;11.748,19.321,1.188;0.908,3.193,1.337;0.357,0.824,0.256;16.631,11.709,0.385;14.346,5.533,1.005;0.159,9.039,0.224;2.273,4.576,0.285;16.470,11.023,0.977;11.957,15.274,1.914;19.051,19.829,0.315;13.909,2.371,0.226;3.611,16.836,1.836"
58,drone_0,12.8058,12.6032,17.0000,17.0000,"13.017,3.425,0.700;5.852,14.083,0.297;8.628,10.375,0.422;14.918,11.287,0.313;1.475,2.179,0.383;13.528,4.716,0.253;19.192,12.410,0.256;15.691,13.228,0.472;1.326,18.384,1.320;15.094,5.130,0.486;17.405,0.610,0.361;18.170,19.805,0.289;17.896,2.788,1.027;15.227,4.587,0.297;17.441,4.574,0.968;14.509,14.222,0.757;0.688,15.517,1.253;0.786,10.003,0.712;7.982,17.967,0.281;18.396,3.850,1.310;17.236,0.661,0.295;6.392,17.719,0.446;13.971,15.156,0.432;14.851,12.481,1.067;3.753,1.990,0.464;18.846,10.060,0.663;19.058,1.833,0.900;8.443,15.140,0.374;17.060,4.673,2.007;12.833,18.721,1.919;6.128,15.452,1.259;13.187,13.664,0.236;17.290,10.457,1.056;3.090,2.457,0.891;14.313,16.850,0.205;9.563,18.518,0.266;9.552,0.205,0.203;14.859,4.484,1.302;8.117,0.994,0.311;14.104,15.193,0.464;18.282,5.991,1.267;7.247,14.343,1.248;4.896,17.973,1.878;7.948,12.153,1.078;6.941,13.881,1.289;18.460,1.444,0.330;15.320,3.988,1.519;17.486,14.081,0.444;11.069,18.104,0.880;16.288,1.678,1.194;7.034,14.192,2.348;10.260,0.381,0.322;16.312,1.377,2.185;2.488,3.907,0.346;1.897,17.610,1.101;19.012,11.421,0.351;12.374,2.328,0.348;11.916,0.819,0.815;10.126,18.092,0.650;1.692,4.229,0.609;0.509,13.514,0.380;1.120,3.778,0.874;1.175,3.505,1.180;12.646,14.931,0.958;3.242,15.018,0.412;12.199,16.602,0.964;14.321,5.037,0.769;14.546,14.827,1.247;10.839,15.095,0.435;1.449,9.069,0.446;10.156,14.038,0.465;10.836,15.918,0.834;11.748,19.321,1.188;0.908,3.193,1.337;0.357,0.824,0.256;16.631,11.709,0.385;14.346,5.533,1.005;0.159,9.039,0.224;2.273,4.576,0.285;16.470,11.023,0.977;11.957,15.274,1.914;19.051,19.829,0.315;13.909,2.371,0.226;3.611,16.836,1.836"
58,drone_4,14.0773,9.0279,17.0000,17.0000,"13.017,3.425,0.700;5.852,14.083,0.297;8.628,10.375,0.422;14.918,11.287,0.313;1.475,2.179,0.383;13.528,4.716,0.253;19.192,12.410,0.256;15.691,13.228,0.472;1.326,18.384,1.320;15.094,5.130,0.486;17.405,0.610,0.361;18.170,19.805,0.289;17.896,2.788,1.027;15.227,4.587,0.297;17.441,4.574,0.968;14.509,14.222,0.757;0.688,15.517,1.253;0.786,10.003,0.712;7.982,17.967,0.281;18.396,3.850,1.310;17.236,0.661,0.295;6.392,17.719,0.446;13.971,15.156,0.432;14.851,12.481,1.067;3.753,1.990,0.464;18.846,10.060,0.663;19.058,1.833,0.900;8.443,15.140,0.374;17.060,4.673,2.007;12.833,18.721,1.919;6.128,15.452,1.259;13.187,13.664,0.236;17.290,10.457,1.056;3.090,2.457,0.891;14.313,16.850,0.205;9.563,18.518,0.266;9.552,0.205,0.203;14.859,4.484,1.302;8.117,0.994,0.311;14.104,15.193,0.464;18.282,5.991,1.267;7.247,14.343,1.248;4.896,17.973,1.878;7.948,12.153,1.078;6.941,13.881,1.289;18.460,1.444,0.330;15.320,3.988,1.519;17.486,14.081,0.444;11.069,18.104,0.880;16.288,1.678,1.194;7.034,14.192,2.348;10.260,0.381,0.322;16.312,1.377,2.185;2.488,3.907,0.346;1.897,17.610,1.101;19.012,11.421,0.351;12.374,2.328,0.348;11.916,0.819,0.815;10.126,18.092,0.650;1.692,4.229,0.609;0.509,13.514,0.380;1.120,3.778,0.874;1.175,3.505,1.180;12.646,14.931,0.958;3.242,15.018,0.412;12.199,16.602,0.964;14.321,5.037,0.769;14.546,14.827,1.247;10.839,15.095,0.435;1.449,9.069,0.446;10.156,14.038,0.465;10.836,15.918,0.834;11.748,19.321,1.188;0.908,3.193,1.337;0.357,0.824,0.256;16.631,11.709,0.385;14.346,5.533,1.005;0.159,9.039,0.224;2.273,4.576,0.285;16.470,11.023,0.977;11.957,15.274,1.914;19.051,19.829,0.315;13.909,2.371,0.226;3.611,16.836,1.836"
58,drone_5,12.3556,10.0885,17.0000,17.0000,"13.017,3.425,0.700;5.852,14.083,0.297;8.628,10.375,0.422;14.918,11.287,0.313;1.475,2.179,0.383;13.528,4.716,0.253;19.192,12.410,0.256;15.691,13.228,0.472;1.326,18.384,1.320;15.094,5.130,0.486;17.405,0.610,0.361;18.170,19.805,0.289;17.896,2.788,1.027;15.227,4.587,0.297;17.441,4.574,0.968;14.509,14.222,0.757;0.688,15.517,1.253;0.786,10.003,0.712;7.982,17.967,0.281;18.396,3.850,1.310;17.236,0.661,0.295;6.392,17.719,0.446;13.971,15.156,0.432;14.851,12.481,1.067;3.753,1.990,0.464;18.846,10.060,0.663;19.058,1.833,0.900;8.443,15.140,0.374;17.060,4.673,2.007;12.833,18.721,1.919;6.128,15.452,1.259;13.187,13.664,0.236;17.290,10.457,1.056;3.090,2.457,0.891;14.313,16.850,0.205;9.563,18.518,0.266;9.552,0.205,0.203;14.859,4.484,1.302;8.117,0.994,0.311;14.104,15.193,0.464;18.282,5.991,1.267;7.247,14.343,1.248;4.896,17.973,1.878;7.948,12.153,1.078;6.941,13.881,1.289;18.460,1.444,0.330;15.320,3.988,1.519;17.486,14.081,0.444;11.069,18.104,0.880;16.288,1.678,1.194;7.034,14.192,2.348;10.260,0.381,0.322;16.312,1.377,2.185;2.488,3.907,0.346;1.897,17.610,1.101;19.012,11.421,0.351;12.374,2.328,0.348;11.916,0.819,0.815;10.126,18.092,0.650;1.692,4.229,0.609;0.509,13.514,0.380;1.120,3.778,0.874;1.175,3.505,1.180;12.646,14.931,0.958;3.242,15.018,0.412;12.199,16.602,0.964;14.321,5.037,0.769;14.546,14.827,1.247;10.839,15.095,0.435;1.449,9.069,0.446;10.156,14.038,0.465;10.836,15.918,0.834;11.748,19.321,1.188;0.908,3.193,1.337;0.357,0.824,0.256;16.631,11.709,0.385;14.346,5.533,1.005;0.159,9.039,0.224;2.273,4.576,0.285;16.470,11.023,0.977;11.957,15.274,1.914;19.051,19.829,0.315;13.909,2.371,0.226;3.611,16.836,1.836"
59,drone_0,12.9270,12.7623,17.0000,17.0000,"13.017,3.425,0.700;5.852,14.083,0.297;8.628,10.375,0.422;14.918,11.287,0.313;1.475,2.179,0.383;13.528,4.716,0.253;19.192,12.410,0.256;15.691,13.228,0.472;1.326,18.384,1.320;15.094,5.130,0.486;17.405,0.610,0.361;18.170,19.805,0.289;17.896,2.788,1.027;15.227,4.587,0.297;17.441,4.574,0.968;14.509,14.222,0.757;0.688,15.517,1.253;0.786,10.003,0.712;7.982,17.967,0.281;18.396,3.850,1.310;17.236,0.661,0.295;6.392,17.719,0.446;13.971,15.156,0.432;14.851,12.481,1.067;3.753,1.990,0.464;18.846,10.060,0.663;19.058,1.833,0.900;8.443,15.140,0.374;17.060,4.673,2.007;12.833,18.721,1.919;6.128,15.452,1.259;13.187,13.664,0.236;17.290,10.457,1.056;3.090,2.457,0.891;14.313,16.850,0.205;9.563,18.518,0.266;9.552,0.205,0.203;14.859,4.484,1.302;8.117,0.994,0.311;14.104,15.193,0.464;18.282,5.991,1.267;7.247,14.343,1.248;4.896,17.973,1.878;7.948,12.153,1.078;6.941,13.881,1.289;18.460,1.444,0.330;15.320,3.988,1.519;17.486,14.081,0.444;11.069,18.104,0.880;16.288,1.678,1.194;7.034,14.192,2.348;10.260,0.381,0.322;16.312,1.377,2.185;2.488,3.907,0.346;1.897,17.610,1.101;19.012,11.421,0.351;12.374,2.328,0.348;11.916,0.819,0.815;10.126,18.092,0.650;1.692,4.229,0.609;0.509,13.514,0.380;1.120,3.778,0.874;1.175,3.505,1.180;12.646,14.931,0.958;3.242,15.018,0.412;12.199,16.602,0.964;14.321,5.037,0.769;14.546,14.827,1.247;10.839,15.095,0.435;1.449,9.069,0.446;10.156,14.038,0.465;10.836,15.918,0.834;11.748,19.321,1.188;0.908,3.193,1.337;0.357,0.824,0.256;16.631,11.709,0.385;14.346,5.533,1.005;0.159,9.039,0.224;2.273,4.576,0.285;16.470,11.023,0.977;11.957,15.274,1.914;19.051,19.829,0.315;13.909,2.371,0.226;3.611,16.836,1.836"
59,drone_4,14.2179,9.1701,17.0000,17.0000,"13.017,3.425,0.700;5.852,14.083,0.297;8.628,10.375,0.422;14.918,11.287,0.313;1.475,2.179,0.383;13.528,4.716,0.253;19.192,12.410,0.256;15.691,13.228,0.472;1.326,18.384,1.320;15.094,5.130,0.486;17.405,0.610,0.361;18.170,19.805,0.289;17.896,2.788,1.027;15.227,4.587,0.297;17.441,4.574,0.968;14.509,14.222,0.757;0.688,15.517,1.253;0.786,10.003,0.712;7.982,17.967,0.281;18.396,3.850,1.310;17.236,0.661,0.295;6.392,17.719,0.446;13.971,15.156,0.432;14.851,12.481,1.067;3.753,1.990,0.464;18.846,10.060,0.663;19.058,1.833,0.900;8.443,15.140,0.374;17.060,4.673,2.007;12.833,18.721,1.919;6.128,15.452,1.259;13.187,13.664,0.236;17.290,10.457,1.056;3.090,2.457,0.891;14.313,16.850,0.205;9.563,18.518,0.266;9.552,0.205,0.203;14.859,4.484,1.302;8.117,0.994,0.311;14.104,15.193,0.464;18.282,5.991,1.267;7.247,14.343,1.248;4.896,17.973,1.878;7.948,12.153,1.078;6.941,13.881,1.289;18.460,1.444,0.330;15.320,3.988,1.519;17.486,14.081,0.444;11.069,18.104,0.880;16.288,1.678,1.194;7.034,14.192,2.348;10.260,0.381,0.322;16.312,1.377,2.185;2.488,3.907,0.346;1.897,17.610,1.101;19.012,11.421,0.351;12.374,2.328,0.348;11.916,0.819,0.815;10.126,18.092,0.650;1.692,4.229,0.609;0.509,13.514,0.380;1.120,3.778,0.874;1.175,3.505,1.180;12.646,14.931,0.958;3.242,15.018,0.412;12.199,16.602,0.964;14.321,5.037,0.769;14.546,14.827,1.247;10.839,15.095,0.435;1.449,9.069,0.446;10.156,14.038,0.465;10.836,15.918,0.834;11.748,19.321,1.188;0.908,3.193,1.337;0.357,0.824,0.256;16.631,11.709,0.385;14.346,5.533,1.005;0.159,9.039,0.224;2.273,4.576,0.285;16.470,11.023,0.977;11.957,15.274,1.914;19.051,19.829,0.315;13.909,2.371,0.226;3.611,16.836,1.836"
59,drone_5,12.4920,10.2348,17.0000,17.0000,"13.017,3.425,0.700;5.852,14.083,0.297;8.628,10.375,0.422;14.918,11.287,0.313;1.475,2.179,0.383;13.528,4.716,0.253;19.192,12.410,0.256;15.691,13.228,0.472;1.326,18.384,1.320;15.094,5.130,0.486;17.405,0.610,0.361;18.170,19.805,0.289;17.896,2.788,1.027;15.227,4.587,0.297;17.441,4.574,0.968;14.509,14.222,0.757;0.688,15.517,1.253;0.786,10.003,0.712;7.982,17.967,0.281;18.396,3.850,1.310;17.236,0.661,0.295;6.392,17.719,0.446;13.971,15.156,0.432;14.851,12.481,1.067;3.753,1.990,0.464;18.846,10.060,0.663;19.058,1.833,0.900;8.443,15.140,0.374;17.060,4.673,2.007;12.833,18.721,1.919;6.128,15.452,1.259;13.187,13.664,0.236;17.290,10.457,1.056;3.090,2.457,0.891;14.313,16.850,0.205;9.563,18.518,0.266;9.552,0.205,0.203;14.859,4.484,1.302;8.117,0.994,0.311;14.104,15.193,0.464;18.282,5.991,1.267;7.247,14.343,1.248;4.896,17.973,1.878;7.948,12.153,1.078;6.941,13.881,1.289;18.460,1.444,0.330;15.320,3.988,1.519;17.486,14.081,0.444;11.069,18.104,0.880;16.288,1.678,1.194;7.034,14.192,2.348;10.260,0.381,0.322;16.312,1.377,2.185;2.488,3.907,0.346;1.897,17.610,1.101;19.012,11.421,0.351;12.374,2.328,0.348;11.916,0.819,0.815;10.126,18.092,0.650;1.692,4.229,0.609;0.509,13.514,0.380;1.120,3.778,0.874;1.175,3.505,1.180;12.646,14.931,0.958;3.242,15.018,0.412;12.199,16.602,0.964;14.321,5.037,0.769;14.546,14.827,1.247;10.839,15.095,0.435;1.449,9.069,0.446;10.156,14.038,0.465;10.836,15.918,0.834;11.748,19.321,1.188;0.908,3.193,1.337;0.357,0.824,0.256;16.631,11.709,0.385;14.346,5.533,1.005;0.159,9.039,0.224;2.273,4.576,0.285;16.470,11.023,0.977;11.957,15.274,1.914;19.051,19.829,0.315;13.909,2.371,0.226;3.611,16.836,1.836"
60,drone_0,13.0559,12.9152,17.0000,17.0000,"13.017,3.425,0.700;5.852,14.083,0.297;8.628,10.375,0.422;14.918,11.287,0.313;1.475,2.179,0.383;13.528,4.716,0.253;19.192,12.410,0.256;15.691,13.228,0.472;1.326,18.384,1.320;15.094,5.130,0.486;17.405,0.610,0.361;18.170,19.805,0.289;17.896,2.788,1.027;15.227,4.587,0.297;17.441,4.574,0.968;14.509,14.222,0.757;0.688,15.517,1.253;0.786,10.003,0.712;7.982,17.967,0.281;18.396,3.850,1.310;17.236,0.661,0.295;6.392,17.719,0.446;13.971,15.156,0.432;14.851,12.481,1.067;3.753,1.990,0.464;18.846,10.060,0.663;19.058,1.833,0.900;8.443,15.140,0.374;17.060,4.673,2.007;12.833,18.721,1.919;6.128,15.452,1.259;13.187,13.664,0.236;17.290,10.457,1.056;3.090,2.457,0.891;14.313,16.850,0.205;9.563,18.518,0.266;9.552,0.205,0.203;14.859,4.484,1.302;8.117,0.994,0.311;14.104,15.193,0.464;18.282,5.991,1.267;7.247,14.343,1.248;4.896,17.973,1.878;7.948,12.153,1.078;6.941,13.881,1.289;18.460,1.444,0.330;15.320,3.988,1.519;17.486,14.081,0.444;11.069,18.104,0.880;16.288,1.678,1.194;7.034,14.192,2.348;10.260,0.381,0.322;16.312,1.377,2.185;2.488,3.907,0.346;1.897,17.610,1.101;19.012,11.421,0.351;12.374,2.328,0.348;11.916,0.819,0.815;10.126,18.092,0.650;1.692,4.229,0.609;0.509,13.514,0.380;1.120,3.778,0.874;1.175,3.505,1.180;12.646,14.931,0.958;3.242,15.018,0.412;12.199,16.602,0.964;14.321,5.037,0.769;14.546,14.827,1.247;10.839,15.095,0.435;1.449,9.069,0.446;10.156,14.038,0.465;10.836,15.918,0.834;11.748,19.321,1.188;0.908,3.193,1.337;0.357,0.824,0.256;16.631,11.709,0.385;14.346,5.533,1.005;0.159,9.039,0.224;2.273,4.576,0.285;16.470,11.023,0.977;11.957,15.274,1.914;19.051,19.829,0.315;13.909,2.371,0.226;3.611,16.836,1.836"
60,drone_4,14.3593,9.3117,17.0000,17.0000,"13.017,3.425,0.700;5.852,14.083,0.297;8.628,10.375,0.422;14.918,11.287,0.313;1.475,2.179,0.383;13.528,4.716,0.253;19.192,12.410,0.256;15.691,13.228,0.472;1.326,18.384,1.320;15.094,5.130,0.486;17.405,0.610,0.361;18.170,19.805,0.289;17.896,2.788,1.027;15.227,4.587,0.297;17.441,4.574,0.968;14.509,14.222,0.757;0.688,15.517,1.253;0.786,10.003,0.712;7.982,17.967,0.281;18.396,3.850,1.310;17.236,0.661,0.295;6.392,17.719,0.446;13.971,15.156,0.432;14.851,12.481,1.067;3.753,1.990,0.464;18.846,10.060,0.663;19.058,1.833,0.900;8.443,15.140,0.374;17.060,4.673,2.007;12.833,18.721,1.919;6.128,15.452,1.259;13.187,13.664,0.236;17.290,10.457,1.056;3.090,2.457,0.891;14.313,16.850,0.205;9.563,18.518,0.266;9.552,0.205,0.203;14.859,4.484,1.302;8.117,0.994,0.311;14.104,15.193,0.464;18.282,5.991,1.267;7.247,14.343,1.248;4.896,17.973,1.878;7.948,12.153,1.078;6.941,13.881,1.289;18.460,1.444,0.330;15.320,3.988,1.519;17.486,14.081,0.444;11.069,18.104,0.880;16.288,1.678,1.194;7.034,14.192,2.348;10.260,0.381,0.322;16.312,1.377,2.185;2.488,3.907,0.346;1.897,17.610,1.101;19.012,11.421,0.351;12.374,2.328,0.348;11.916,0.819,0.815;10.126,18.092,0.650;1.692,4.229,0.609;0.509,13.514,0.380;1.120,3.778,0.874;1.175,3.505,1.180;12.646,14.931,0.958;3.242,15.018,0.412;12.199,16.602,0.964;14.321,5.037,0.769;14.546,14.827,1.247;10.839,15.095,0.435;1.449,9.069,0.446;10.156,14.038,0.465;10.836,15.918,0.834;11.748,19.321,1.188;0.908,3.193,1.337;0.357,0.824,0.256;16.631,11.709,0.385;14.346,5.533,1.005;0.159,9.039,0.224;2.273,4.576,0.285;16.470,11.023,0.977;11.957,15.274,1.914;19.051,19.829,0.315;13.909,2.371,0.226;3.611,16.836,1.836"
60,drone_5,12.6254,10.3838,17.0000,17.0000,"13.017,3.425,0.700;5.852,14.083,0.297;8.628,10.375,0.422;14.918,11.287,0.313;1.475,2.179,0.383;13.528,4.716,0.253;19.192,12.410,0.256;15.691,13.228,0.472;1.326,18.384,1.320;15.094,5.130,0.486;17.405,0.610,0.361;18.170,19.805,0.289;17.896,2.788,1.027;15.227,4.587,0.297;17.441,4.574,0.968;14.509,14.222,0.757;0.688,15.517,1.253;0.786,10.003,0.712;7.982,17.967,0.281;18.396,3.850,1.310;17.236,0.661,0.295;6.392,17.719,0.446;13.971,15.156,0.432;14.851,12.481,1.067;3.753,1.990,0.464;18.846,10.060,0.663;19.058,1.833,0.900;8.443,15.140,0.374;17.060,4.673,2.007;12.833,18.721,1.919;6.128,15.452,1.259;13.187,13.664,0.236;17.290,10.457,1.056;3.090,2.457,0.891;14.313,16.850,0.205;9.563,18.518,0.266;9.552,0.205,0.203;14.859,4.484,1.302;8.117,0.994,0.311;14.104,15.193,0.464;18.282,5.991,1.267;7.247,14.343,1.248;4.896,17.973,1.878;7.948,12.153,1.078;6.941,13.881,1.289;18.460,1.444,0.330;15.320,3.988,1.519;17.486,14.081,0.444;11.069,18.104,0.880;16.288,1.678,1.194;7.034,14.192,2.348;10.260,0.381,0.322;16.312,1.377,2.185;2.488,3.907,0.346;1.897,17.610,1.101;19.012,11.421,0.351;12.374,2.328,0.348;11.916,0.819,0.815;10.126,18.092,0.650;1.692,4.229,0.609;0.509,13.514,0.380;1.120,3.778,0.874;1.175,3.505,1.180;12.646,14.931,0.958;3.242,15.018,0.412;12.199,16.602,0.964;14.321,5.037,0.769;14.546,14.827,1.247;10.839,15.095,0.435;1.449,9.069,0.446;10.156,14.038,0.465;10.836,15.918,0.834;11.748,19.321,1.188;0.908,3.193,1.337;0.357,0.824,0.256;16.631,11.709,0.385;14.346,5.533,1.005;0.159,9.039,0.224;2.273,4.576,0.285;16.470,11.023,0.977;11.957,15.274,1.914;19.051,19.829,0.315;13.909,2.371,0.226;3.611,16.836,1.836"
61,drone_0,13.1945,13.0594,17.0000,17.0000,"13.017,3.425,0.700;5.852,14.083,0.297;8.628,10.375,0.422;14.918,11.287,0.313;1.475,2.179,0.383;13.528,4.716,0.253;19.192,12.410,0.256;15.691,13.228,0.472;1.326,18.384,1.320;15.094,5.130,0.486;17.405,0.610,0.361;18.170,19.805,0.289;17.896,2.788,1.027;15.227,4.587,0.297;17.441,4.574,0.968;14.509,14.222,0.757;0.688,15.517,1.253;0.786,10.003,0.712;7.982,17.967,0.281;18.396,3.850,1.310;17.236,0.661,0.295;6.392,17.719,0.446;13.971,15.156,0.432;14.851,12.481,1.067;3.753,1.990,0.464;18.846,10.060,0.663;19.058,1.833,0.900;8.443,15.140,0.374;17.060,4.673,2.007;12.833,18.721,1.919;6.128,15.452,1.259;13.187,13.664,0.236;17.290,10.457,1.056;3.090,2.457,0.891;14.313,16.850,0.205;9.563,18.518,0.266;9.552,0.205,0.203;14.859,4.484,1.302;8.117,0.994,0.311;14.104,15.193,0.464;18.282,5.991,1.267;7.247,14.343,1.248;4.896,17.973,1.878;7.948,12.153,1.078;6.941,13.881,1.289;18.460,1.444,0.330;15.320,3.988,1.519;17.486,14.081,0.444;11.069,18.104,0.880;16.288,1.678,1.194;7.034,14.192,2.348;10.260,0.381,0.322;16.312,1.377,2.185;2.488,3.907,0.346;1.897,17.610,1.101;19.012,11.421,0.351;12.374,2.328,0.348;11.916,0.819,0.815;10.126,18.092,0.650;1.692,4.229,0.609;0.509,13.514,0.380;1.120,3.778,0.874;1.175,3.505,1.180;12.646,14.931,0.958;3.242,15.018,0.412;12.199,16.602,0.964;14.321,5.037,0.769;14.546,14.827,1.247;10.839,15.095,0.435;1.449,9.069,0.446;10.156,14.038,0.465;10.836,15.918,0.834;11.748,19.321,1.188;0.908,3.193,1.337;0.357,0.824,0.256;16.631,11.709,0.385;14.346,5.533,1.005;0.159,9.039,0.224;2.273,4.576,0.285;16.470,11.023,0.977;11.957,15.274,1.914;19.051,19.829,0.315;13.909,2.371,0.226;3.611,16.836,1.836"
61,drone_4,14.5065,9.4470,17.0000,17.0000,"13.017,3.425,0.700;5.852,14.083,0.297;8.628,10.375,0.422;14.918,11.287,0.313;1.475,2.179,0.383;13.528,4.716,0.253;19.192,12.410,0.256;15.691,13.228,0.472;1.326,18.384,1.320;15.094,5.130,0.486;17.405,0.610,0.361;18.170,19.805,0.289;17.896,2.788,1.027;15.227,4.587,0.297;17.441,4.574,0.968;14.509,14.222,0.757;0.688,15.517,1.253;0.786,10.003,0.712;7.982,17.967,0.281;18.396,3.850,1.310;17.236,0.661,0.295;6.392,17.719,0.446;13.971,15.156,0.432;14.851,12.481,1.067;3.753,1.990,0.464;18.846,10.060,0.663;19.058,1.833,0.900;8.443,15.140,0.374;17.060,4.673,2.007;12.833,18.721,1.919;6.128,15.452,1.259;13.187,13.664,0.236;17.290,10.457,1.056;3.090,2.457,0.891;14.313,16.850,0.205;9.563,18.518,0.266;9.552,0.205,0.203;14.859,4.484,1.302;8.117,0.994,0.311;14.104,15.193,0.464;18.282,5.991,1.267;7.247,14.343,1.248;4.896,17.973,1.878;7.948,12.153,1.078;6.941,13.881,1.289;18.460,1.444,0.330;15.320,3.988,1.519;17.486,14.081,0.444;11.069,18.104,0.880;16.288,1.678,1.194;7.034,14.192,2.348;10.260,0.381,0.322;16.312,1.377,2.185;2.488,3.907,0.346;1.897,17.610,1.101;19.012,11.421,0.351;12.374,2.328,0.348;11.916,0.819,0.815;10.126,18.092,0.650;1.692,4.229,0.609;0.509,13.514,0.380;1.120,3.778,0.874;1.175,3.505,1.180;12.646,14.931,0.958;3.242,15.018,0.412;12.199,16.602,0.964;14.321,5.037,0.769;14.546,14.827,1.247;10.839,15.095,0.435;1.449,9.069,0.446;10.156,14.038,0.465;10.836,15.918,0.834;11.748,19.321,1.188;0.908,3.193,1.337;0.357,0.824,0.256;16.631,11.709,0.385;14.346,5.533,1.005;0.159,9.039,0.224;2.273,4.576,0.285;16.470,11.023,0.977;11.957,15.274,1.914;19.051,19.829,0.315;13.909,2.371,0.226;3.611,16.836,1.836"
