Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
41,drone_9,-100.0000,-100.0000,17.0000,17.0000,"14.010,10.586,0.308;8.421,3.013,1.349;0.752,7.399,0.606;17.169,8.849,0.391;10.111,7.091,0.479;7.858,15.554,0.324;19.029,14.605,0.287;15.796,14.367,0.340;3.200,1.883,0.345;0.269,17.746,0.361;6.187,2.476,1.109;19.332,15.034,0.759;2.955,7.998,0.782;13.142,13.831,1.348;12.338,4.470,1.867;4.110,8.784,0.439;15.134,9.372,0.462;14.955,7.459,0.414;9.832,0.616,0.454;3.222,18.988,0.332;17.577,8.474,1.312;9.352,16.519,1.032;13.261,6.507,0.261;17.735,12.099,1.052;0.796,9.974,0.995;15.173,13.157,1.976;16.998,8.238,1.129;18.174,11.112,0.251;12.787,18.624,1.374;2.866,0.343,0.345;0.335,7.414,0.388;9.131,3.029,0.840;7.946,6.539,0.655;1.066,19.772,0.375;10.226,17.968,1.005;0.262,0.612,0.331;1.203,2.142,0.202;9.409,6.749,0.969;17.535,14.032,0.267;9.678,6.084,0.403;11.882,2.290,1.282;11.159,19.259,0.259;8.593,14.154,0.246;19.601,8.569,0.705;14.662,2.104,0.713;9.607,7.935,0.203;10.915,3.173,0.346;13.765,11.741,0.380;17.740,7.257,2.054;14.590,3.940,0.317;14.504,18.837,0.265;13.697,17.805,0.316;16.944,10.575,1.156;9.334,19.259,0.383;16.207,1.313,0.321;1.423,1.832,0.248;18.153,7.240,2.428;19.005,0.328,0.447;10.959,13.005,0.329;7.879,15.626,0.963;16.498,9.366,1.292;7.299,8.862,0.243;5.950,0.508,0.299;8.046,1.079,1.141;10.085,2.421,0.979;12.119,13.750,1.592;15.452,5.724,0.360;18.647,15.134,0.395;1.017,9.829,0.800;11.139,1.121,1.389;9.928,7.507,0.402;1.035,17.671,0.799;11.166,5.700,1.241;10.836,16.224,0.703;12.601,5.905,1.165;18.379,13.051,0.307;6.415,2.262,1.245;3.374,18.501,0.495;5.573,1.025,0.474;13.973,3.344,1.150;15.996,6.084,0.338;7.282,14.462,1.244;16.665,19.544,0.227;2.993,0.381,0.381;1.462,11.498,0.727;0.571,18.398,0.248;15.155,0.236,0.220;11.179,7.671,0.901;19.726,18.368,0.237;6.360,7.638,0.321;10.673,14.320,1.186;15.111,1.207,1.141"
42,drone_1,8.6340,17.9133,17.0000,17.0000,"14.010,10.586,0.308;8.421,3.013,1.349;0.752,7.399,0.606;17.169,8.849,0.391;10.111,7.091,0.479;7.858,15.554,0.324;19.029,14.605,0.287;15.796,14.367,0.340;3.200,1.883,0.345;0.269,17.746,0.361;6.187,2.476,1.109;19.332,15.034,0.759;2.955,7.998,0.782;13.142,13.831,1.348;12.338,4.470,1.867;4.110,8.784,0.439;15.134,9.372,0.462;14.955,7.459,0.414;9.832,0.616,0.454;3.222,18.988,0.332;17.577,8.474,1.312;9.352,16.519,1.032;13.261,6.507,0.261;17.735,12.099,1.052;0.796,9.974,0.995;15.173,13.157,1.976;16.998,8.238,1.129;18.174,11.112,0.251;12.787,18.624,1.374;2.866,0.343,0.345;0.335,7.414,0.388;9.131,3.029,0.840;7.946,6.539,0.655;1.066,19.772,0.375;10.226,17.968,1.005;0.262,0.612,0.331;1.203,2.142,0.202;9.409,6.749,0.969;17.535,14.032,0.267;9.678,6.084,0.403;11.882,2.290,1.282;11.159,19.259,0.259;8.593,14.154,0.246;19.601,8.569,0.705;14.662,2.104,0.713;9.607,7.935,0.203;10.915,3.173,0.346;13.765,11.741,0.380;17.740,7.257,2.054;14.590,3.940,0.317;14.504,18.837,0.265;13.697,17.805,0.316;16.944,10.575,1.156;9.334,19.259,0.383;16.207,1.313,0.321;1.423,1.832,0.248;18.153,7.240,2.428;19.005,0.328,0.447;10.959,13.005,0.329;7.879,15.626,0.963;16.498,9.366,1.292;7.299,8.862,0.243;5.950,0.508,0.299;8.046,1.079,1.141;10.085,2.421,0.979;12.119,13.750,1.592;15.452,5.724,0.360;18.647,15.134,0.395;1.017,9.829,0.800;11.139,1.121,1.389;9.928,7.507,0.402;1.035,17.671,0.799;11.166,5.700,1.241;10.836,16.224,0.703;12.601,5.905,1.165;18.379,13.051,0.307;6.415,2.262,1.245;3.374,18.501,0.495;5.573,1.025,0.474;13.973,3.344,1.150;15.996,6.084,0.338;7.282,14.462,1.244;16.665,19.544,0.227;2.993,0.381,0.381;1.462,11.498,0.727;0.571,18.398,0.248;15.155,0.236,0.220;11.179,7.671,0.901;19.726,18.368,0.237;6.360,7.638,0.321;10.673,14.320,1.186;15.111,1.207,1.141"
42,drone_4,8.2233,8.3951,17.0000,17.0000,"14.010,10.586,0.308;8.421,3.013,1.349;0.752,7.399,0.606;17.169,8.849,0.391;10.111,7.091,0.479;7.858,15.554,0.324;19.029,14.605,0.287;15.796,14.367,0.340;3.200,1.883,0.345;0.269,17.746,0.361;6.187,2.476,1.109;19.332,15.034,0.759;2.955,7.998,0.782;13.142,13.831,1.348;12.338,4.470,1.867;4.110,8.784,0.439;15.134,9.372,0.462;14.955,7.459,0.414;9.832,0.616,0.454;3.222,18.988,0.332;17.577,8.474,1.312;9.352,16.519,1.032;13.261,6.507,0.261;17.735,12.099,1.052;0.796,9.974,0.995;15.173,13.157,1.976;16.998,8.238,1.129;18.174,11.112,0.251;12.787,18.624,1.374;2.866,0.343,0.345;0.335,7.414,0.388;9.131,3.029,0.840;7.946,6.539,0.655;1.066,19.772,0.375;10.226,17.968,1.005;0.262,0.612,0.331;1.203,2.142,0.202;9.409,6.749,0.969;17.535,14.032,0.267;9.678,6.084,0.403;11.882,2.290,1.282;11.159,19.259,0.259;8.593,14.154,0.246;19.601,8.569,0.705;14.662,2.104,0.713;9.607,7.935,0.203;10.915,3.173,0.346;13.765,11.741,0.380;17.740,7.257,2.054;14.590,3.940,0.317;14.504,18.837,0.265;13.697,17.805,0.316;16.944,10.575,1.156;9.334,19.259,0.383;16.207,1.313,0.321;1.423,1.832,0.248;18.153,7.240,2.428;19.005,0.328,0.447;10.959,13.005,0.329;7.879,15.626,0.963;16.498,9.366,1.292;7.299,8.862,0.243;5.950,0.508,0.299;8.046,1.079,1.141;10.085,2.421,0.979;12.119,13.750,1.592;15.452,5.724,0.360;18.647,15.134,0.395;1.017,9.829,0.800;11.139,1.121,1.389;9.928,7.507,0.402;1.035,17.671,0.799;11.166,5.700,1.241;10.836,16.224,0.703;12.601,5.905,1.165;18.379,13.051,0.307;6.415,2.262,1.245;3.374,18.501,0.495;5.573,1.025,0.474;13.973,3.344,1.150;15.996,6.084,0.338;7.282,14.462,1.244;16.665,19.544,0.227;2.993,0.381,0.381;1.462,11.498,0.727;0.571,18.398,0.248;15.155,0.236,0.220;11.179,7.671,0.901;19.726,18.368,0.237;6.360,7.638,0.321;10.673,14.320,1.186;15.111,1.207,1.141"
43,drone_1,8.7883,18.0406,17.0000,17.0000,"14.010,10.586,0.308;8.421,3.013,1.349;0.752,7.399,0.606;17.169,8.849,0.391;10.111,7.091,0.479;7.858,15.554,0.324;19.029,14.605,0.287;15.796,14.367,0.340;3.200,1.883,0.345;0.269,17.746,0.361;6.187,2.476,1.109;19.332,15.034,0.759;2.955,7.998,0.782;13.142,13.831,1.348;12.338,4.470,1.867;4.110,8.784,0.439;15.134,9.372,0.462;14.955,7.459,0.414;9.832,0.616,0.454;3.222,18.988,0.332;17.577,8.474,1.312;9.352,16.519,1.032;13.261,6.507,0.261;17.735,12.099,1.052;0.796,9.974,0.995;15.173,13.157,1.976;16.998,8.238,1.129;18.174,11.112,0.251;12.787,18.624,1.374;2.866,0.343,0.345;0.335,7.414,0.388;9.131,3.029,0.840;7.946,6.539,0.655;1.066,19.772,0.375;10.226,17.968,1.005;0.262,0.612,0.331;1.203,2.142,0.202;9.409,6.749,0.969;17.535,14.032,0.267;9.678,6.084,0.403;11.882,2.290,1.282;11.159,19.259,0.259;8.593,14.154,0.246;19.601,8.569,0.705;14.662,2.104,0.713;9.607,7.935,0.203;10.915,3.173,0.346;13.765,11.741,0.380;17.740,7.257,2.054;14.590,3.940,0.317;14.504,18.837,0.265;13.697,17.805,0.316;16.944,10.575,1.156;9.334,19.259,0.383;16.207,1.313,0.321;1.423,1.832,0.248;18.153,7.240,2.428;19.005,0.328,0.447;10.959,13.005,0.329;7.879,15.626,0.963;16.498,9.366,1.292;7.299,8.862,0.243;5.950,0.508,0.299;8.046,1.079,1.141;10.085,2.421,0.979;12.119,13.750,1.592;15.452,5.724,0.360;18.647,15.134,0.395;1.017,9.829,0.800;11.139,1.121,1.389;9.928,7.507,0.402;1.035,17.671,0.799;11.166,5.700,1.241;10.836,16.224,0.703;12.601,5.905,1.165;18.379,13.051,0.307;6.415,2.262,1.245;3.374,18.501,0.495;5.573,1.025,0.474;13.973,3.344,1.150;15.996,6.084,0.338;7.282,14.462,1.244;16.665,19.544,0.227;2.993,0.381,0.381;1.462,11.498,0.727;0.571,18.398,0.248;15.155,0.236,0.220;11.179,7.671,0.901;19.726,18.368,0.237;6.360,7.638,0.321;10.673,14.320,1.186;15.111,1.207,1.141"
43,drone_4,8.3714,8.5295,17.0000,17.0000,"14.010,10.586,0.308;8.421,3.013,1.349;0.752,7.399,0.606;17.169,8.849,0.391;10.111,7.091,0.479;7.858,15.554,0.324;19.029,14.605,0.287;15.796,14.367,0.340;3.200,1.883,0.345;0.269,17.746,0.361;6.187,2.476,1.109;19.332,15.034,0.759;2.955,7.998,0.782;13.142,13.831,1.348;12.338,4.470,1.867;4.110,8.784,0.439;15.134,9.372,0.462;14.955,7.459,0.414;9.832,0.616,0.454;3.222,18.988,0.332;17.577,8.474,1.312;9.352,16.519,1.032;13.261,6.507,0.261;17.735,12.099,1.052;0.796,9.974,0.995;15.173,13.157,1.976;16.998,8.238,1.129;18.174,11.112,0.251;12.787,18.624,1.374;2.866,0.343,0.345;0.335,7.414,0.388;9.131,3.029,0.840;7.946,6.539,0.655;1.066,19.772,0.375;10.226,17.968,1.005;0.262,0.612,0.331;1.203,2.142,0.202;9.409,6.749,0.969;17.535,14.032,0.267;9.678,6.084,0.403;11.882,2.290,1.282;11.159,19.259,0.259;8.593,14.154,0.246;19.601,8.569,0.705;14.662,2.104,0.713;9.607,7.935,0.203;10.915,3.173,0.346;13.765,11.741,0.380;17.740,7.257,2.054;14.590,3.940,0.317;14.504,18.837,0.265;13.697,17.805,0.316;16.944,10.575,1.156;9.334,19.259,0.383;16.207,1.313,0.321;1.423,1.832,0.248;18.153,7.240,2.428;19.005,0.328,0.447;10.959,13.005,0.329;7.879,15.626,0.963;16.498,9.366,1.292;7.299,8.862,0.243;5.950,0.508,0.299;8.046,1.079,1.141;10.085,2.421,0.979;12.119,13.750,1.592;15.452,5.724,0.360;18.647,15.134,0.395;1.017,9.829,0.800;11.139,1.121,1.389;9.928,7.507,0.402;1.035,17.671,0.799;11.166,5.700,1.241;10.836,16.224,0.703;12.601,5.905,1.165;18.379,13.051,0.307;6.415,2.262,1.245;3.374,18.501,0.495;5.573,1.025,0.474;13.973,3.344,1.150;15.996,6.084,0.338;7.282,14.462,1.244;16.665,19.544,0.227;2.993,0.381,0.381;1.462,11.498,0.727;0.571,18.398,0.248;15.155,0.236,0.220;11.179,7.671,0.901;19.726,18.368,0.237;6.360,7.638,0.321;10.673,14.320,1.186;15.111,1.207,1.141"
44,drone_1,8.9374,18.1738,17.0000,17.0000,"14.010,10.586,0.308;8.421,3.013,1.349;0.752,7.399,0.606;17.169,8.849,0.391;10.111,7.091,0.479;7.858,15.554,0.324;19.029,14.605,0.287;15.796,14.367,0.340;3.200,1.883,0.345;0.269,17.746,0.361;6.187,2.476,1.109;19.332,15.034,0.759;2.955,7.998,0.782;13.142,13.831,1.348;12.338,4.470,1.867;4.110,8.784,0.439;15.134,9.372,0.462;14.955,7.459,0.414;9.832,0.616,0.454;3.222,18.988,0.332;17.577,8.474,1.312;9.352,16.519,1.032;13.261,6.507,0.261;17.735,12.099,1.052;0.796,9.974,0.995;15.173,13.157,1.976;16.998,8.238,1.129;18.174,11.112,0.251;12.787,18.624,1.374;2.866,0.343,0.345;0.335,7.414,0.388;9.131,3.029,0.840;7.946,6.539,0.655;1.066,19.772,0.375;10.226,17.968,1.005;0.262,0.612,0.331;1.203,2.142,0.202;9.409,6.749,0.969;17.535,14.032,0.267;9.678,6.084,0.403;11.882,2.290,1.282;11.159,19.259,0.259;8.593,14.154,0.246;19.601,8.569,0.705;14.662,2.104,0.713;9.607,7.935,0.203;10.915,3.173,0.346;13.765,11.741,0.380;17.740,7.257,2.054;14.590,3.940,0.317;14.504,18.837,0.265;13.697,17.805,0.316;16.944,10.575,1.156;9.334,19.259,0.383;16.207,1.313,0.321;1.423,1.832,0.248;18.153,7.240,2.428;19.005,0.328,0.447;10.959,13.005,0.329;7.879,15.626,0.963;16.498,9.366,1.292;7.299,8.862,0.243;5.950,0.508,0.299;8.046,1.079,1.141;10.085,2.421,0.979;12.119,13.750,1.592;15.452,5.724,0.360;18.647,15.134,0.395;1.017,9.829,0.800;11.139,1.121,1.389;9.928,7.507,0.402;1.035,17.671,0.799;11.166,5.700,1.241;10.836,16.224,0.703;12.601,5.905,1.165;18.379,13.051,0.307;6.415,2.262,1.245;3.374,18.501,0.495;5.573,1.025,0.474;13.973,3.344,1.150;15.996,6.084,0.338;7.282,14.462,1.244;16.665,19.544,0.227;2.993,0.381,0.381;1.462,11.498,0.727;0.571,18.398,0.248;15.155,0.236,0.220;11.179,7.671,0.901;19.726,18.368,0.237;6.360,7.638,0.321;10.673,14.320,1.186;15.111,1.207,1.141"
44,drone_4,8.5203,8.6631,17.0000,17.0000,"14.010,10.586,0.308;8.421,3.013,1.349;0.752,7.399,0.606;17.169,8.849,0.391;10.111,7.091,0.479;7.858,15.554,0.324;19.029,14.605,0.287;15.796,14.367,0.340;3.200,1.883,0.345;0.269,17.746,0.361;6.187,2.476,1.109;19.332,15.034,0.759;2.955,7.998,0.782;13.142,13.831,1.348;12.338,4.470,1.867;4.110,8.784,0.439;15.134,9.372,0.462;14.955,7.459,0.414;9.832,0.616,0.454;3.222,18.988,0.332;17.577,8.474,1.312;9.352,16.519,1.032;13.261,6.507,0.261;17.735,12.099,1.052;0.796,9.974,0.995;15.173,13.157,1.976;16.998,8.238,1.129;18.174,11.112,0.251;12.787,18.624,1.374;2.866,0.343,0.345;0.335,7.414,0.388;9.131,3.029,0.840;7.946,6.539,0.655;1.066,19.772,0.375;10.226,17.968,1.005;0.262,0.612,0.331;1.203,2.142,0.202;9.409,6.749,0.969;17.535,14.032,0.267;9.678,6.084,0.403;11.882,2.290,1.282;11.159,19.259,0.259;8.593,14.154,0.246;19.601,8.569,0.705;14.662,2.104,0.713;9.607,7.935,0.203;10.915,3.173,0.346;13.765,11.741,0.380;17.740,7.257,2.054;14.590,3.940,0.317;14.504,18.837,0.265;13.697,17.805,0.316;16.944,10.575,1.156;9.334,19.259,0.383;16.207,1.313,0.321;1.423,1.832,0.248;18.153,7.240,2.428;19.005,0.328,0.447;10.959,13.005,0.329;7.879,15.626,0.963;16.498,9.366,1.292;7.299,8.862,0.243;5.950,0.508,0.299;8.046,1.079,1.141;10.085,2.421,0.979;12.119,13.750,1.592;15.452,5.724,0.360;18.647,15.134,0.395;1.017,9.829,0.800;11.139,1.121,1.389;9.928,7.507,0.402;1.035,17.671,0.799;11.166,5.700,1.241;10.836,16.224,0.703;12.601,5.905,1.165;18.379,13.051,0.307;6.415,2.262,1.245;3.374,18.501,0.495;5.573,1.025,0.474;13.973,3.344,1.150;15.996,6.084,0.338;7.282,14.462,1.244;16.665,19.544,0.227;2.993,0.381,0.381;1.462,11.498,0.727;0.571,18.398,0.248;15.155,0.236,0.220;11.179,7.671,0.901;19.726,18.368,0.237;6.360,7.638,0.321;10.673,14.320,1.186;15.111,1.207,1.141"
45,drone_1,9.0834,18.3105,17.0000,17.0000,"14.010,10.586,0.308;8.421,3.013,1.349;0.752,7.399,0.606;17.169,8.849,0.391;10.111,7.091,0.479;7.858,15.554,0.324;19.029,14.605,0.287;15.796,14.367,0.340;3.200,1.883,0.345;0.269,17.746,0.361;6.187,2.476,1.109;19.332,15.034,0.759;2.955,7.998,0.782;13.142,13.831,1.348;12.338,4.470,1.867;4.110,8.784,0.439;15.134,9.372,0.462;14.955,7.459,0.414;9.832,0.616,0.454;3.222,18.988,0.332;17.577,8.474,1.312;9.352,16.519,1.032;13.261,6.507,0.261;17.735,12.099,1.052;0.796,9.974,0.995;15.173,13.157,1.976;16.998,8.238,1.129;18.174,11.112,0.251;12.787,18.624,1.374;2.866,0.343,0.345;0.335,7.414,0.388;9.131,3.029,0.840;7.946,6.539,0.655;1.066,19.772,0.375;10.226,17.968,1.005;0.262,0.612,0.331;1.203,2.142,0.202;9.409,6.749,0.969;17.535,14.032,0.267;9.678,6.084,0.403;11.882,2.290,1.282;11.159,19.259,0.259;8.593,14.154,0.246;19.601,8.569,0.705;14.662,2.104,0.713;9.607,7.935,0.203;10.915,3.173,0.346;13.765,11.741,0.380;17.740,7.257,2.054;14.590,3.940,0.317;14.504,18.837,0.265;13.697,17.805,0.316;16.944,10.575,1.156;9.334,19.259,0.383;16.207,1.313,0.321;1.423,1.832,0.248;18.153,7.240,2.428;19.005,0.328,0.447;10.959,13.005,0.329;7.879,15.626,0.963;16.498,9.366,1.292;7.299,8.862,0.243;5.950,0.508,0.299;8.046,1.079,1.141;10.085,2.421,0.979;12.119,13.750,1.592;15.452,5.724,0.360;18.647,15.134,0.395;1.017,9.829,0.800;11.139,1.121,1.389;9.928,7.507,0.402;1.035,17.671,0.799;11.166,5.700,1.241;10.836,16.224,0.703;12.601,5.905,1.165;18.379,13.051,0.307;6.415,2.262,1.245;3.374,18.501,0.495;5.573,1.025,0.474;13.973,3.344,1.150;15.996,6.084,0.338;7.282,14.462,1.244;16.665,19.544,0.227;2.993,0.381,0.381;1.462,11.498,0.727;0.571,18.398,0.248;15.155,0.236,0.220;11.179,7.671,0.901;19.726,18.368,0.237;6.360,7.638,0.321;10.673,14.320,1.186;15.111,1.207,1.141"
45,drone_4,8.6661,8.8000,17.0000,17.0000,"14.010,10.586,0.308;8.421,3.013,1.349;0.752,7.399,0.606;17.169,8.849,0.391;10.111,7.091,0.479;7.858,15.554,0.324;19.029,14.605,0.287;15.796,14.367,0.340;3.200,1.883,0.345;0.269,17.746,0.361;6.187,2.476,1.109;19.332,15.034,0.759;2.955,7.998,0.782;13.142,13.831,1.348;12.338,4.470,1.867;4.110,8.784,0.439;15.134,9.372,0.462;14.955,7.459,0.414;9.832,0.616,0.454;3.222,18.988,0.332;17.577,8.474,1.312;9.352,16.519,1.032;13.261,6.507,0.261;17.735,12.099,1.052;0.796,9.974,0.995;15.173,13.157,1.976;16.998,8.238,1.129;18.174,11.112,0.251;12.787,18.624,1.374;2.866,0.343,0.345;0.335,7.414,0.388;9.131,3.029,0.840;7.946,6.539,0.655;1.066,19.772,0.375;10.226,17.968,1.005;0.262,0.612,0.331;1.203,2.142,0.202;9.409,6.749,0.969;17.535,14.032,0.267;9.678,6.084,0.403;11.882,2.290,1.282;11.159,19.259,0.259;8.593,14.154,0.246;19.601,8.569,0.705;14.662,2.104,0.713;9.607,7.935,0.203;10.915,3.173,0.346;13.765,11.741,0.380;17.740,7.257,2.054;14.590,3.940,0.317;14.504,18.837,0.265;13.697,17.805,0.316;16.944,10.575,1.156;9.334,19.259,0.383;16.207,1.313,0.321;1.423,1.832,0.248;18.153,7.240,2.428;19.005,0.328,0.447;10.959,13.005,0.329;7.879,15.626,0.963;16.498,9.366,1.292;7.299,8.862,0.243;5.950,0.508,0.299;8.046,1.079,1.141;10.085,2.421,0.979;12.119,13.750,1.592;15.452,5.724,0.360;18.647,15.134,0.395;1.017,9.829,0.800;11.139,1.121,1.389;9.928,7.507,0.402;1.035,17.671,0.799;11.166,5.700,1.241;10.836,16.224,0.703;12.601,5.905,1.165;18.379,13.051,0.307;6.415,2.262,1.245;3.374,18.501,0.495;5.573,1.025,0.474;13.973,3.344,1.150;15.996,6.084,0.338;7.282,14.462,1.244;16.665,19.544,0.227;2.993,0.381,0.381;1.462,11.498,0.727;0.571,18.398,0.248;15.155,0.236,0.220;11.179,7.671,0.901;19.726,18.368,0.237;6.360,7.638,0.321;10.673,14.320,1.186;15.111,1.207,1.141"
46,drone_1,-100.0000,-100.0000,17.0000,17.0000,"14.010,10.586,0.308;8.421,3.013,1.349;0.752,7.399,0.606;17.169,8.849,0.391;10.111,7.091,0.479;7.858,15.554,0.324;19.029,14.605,0.287;15.796,14.367,0.340;3.200,1.883,0.345;0.269,17.746,0.361;6.187,2.476,1.109;19.332,15.034,0.759;2.955,7.998,0.782;13.142,13.831,1.348;12.338,4.470,1.867;4.110,8.784,0.439;15.134,9.372,0.462;14.955,7.459,0.414;9.832,0.616,0.454;3.222,18.988,0.332;17.577,8.474,1.312;9.352,16.519,1.032;13.261,6.507,0.261;17.735,12.099,1.052;0.796,9.974,0.995;15.173,13.157,1.976;16.998,8.238,1.129;18.174,11.112,0.251;12.787,18.624,1.374;2.866,0.343,0.345;0.335,7.414,0.388;9.131,3.029,0.840;7.946,6.539,0.655;1.066,19.772,0.375;10.226,17.968,1.005;0.262,0.612,0.331;1.203,2.142,0.202;9.409,6.749,0.969;17.535,14.032,0.267;9.678,6.084,0.403;11.882,2.290,1.282;11.159,19.259,0.259;8.593,14.154,0.246;19.601,8.569,0.705;14.662,2.104,0.713;9.607,7.935,0.203;10.915,3.173,0.346;13.765,11.741,0.380;17.740,7.257,2.054;14.590,3.940,0.317;14.504,18.837,0.265;13.697,17.805,0.316;16.944,10.575,1.156;9.334,19.259,0.383;16.207,1.313,0.321;1.423,1.832,0.248;18.153,7.240,2.428;19.005,0.328,0.447;10.959,13.005,0.329;7.879,15.626,0.963;16.498,9.366,1.292;7.299,8.862,0.243;5.950,0.508,0.299;8.046,1.079,1.141;10.085,2.421,0.979;12.119,13.750,1.592;15.452,5.724,0.360;18.647,15.134,0.395;1.017,9.829,0.800;11.139,1.121,1.389;9.928,7.507,0.402;1.035,17.671,0.799;11.166,5.700,1.241;10.836,16.224,0.703;12.601,5.905,1.165;18.379,13.051,0.307;6.415,2.262,1.245;3.374,18.501,0.495;5.573,1.025,0.474;13.973,3.344,1.150;15.996,6.084,0.338;7.282,14.462,1.244;16.665,19.544,0.227;2.993,0.381,0.381;1.462,11.498,0.727;0.571,18.398,0.248;15.155,0.236,0.220;11.179,7.671,0.901;19.726,18.368,0.237;6.360,7.638,0.321;10.673,14.320,1.186;15.111,1.207,1.141"
46,drone_4,8.8101,8.9387,17.0000,17.0000,"14.010,10.586,0.308;8.421,3.013,1.349;0.752,7.399,0.606;17.169,8.849,0.391;10.111,7.091,0.479;7.858,15.554,0.324;19.029,14.605,0.287;15.796,14.367,0.340;3.200,1.883,0.345;0.269,17.746,0.361;6.187,2.476,1.109;19.332,15.034,0.759;2.955,7.998,0.782;13.142,13.831,1.348;12.338,4.470,1.867;4.110,8.784,0.439;15.134,9.372,0.462;14.955,7.459,0.414;9.832,0.616,0.454;3.222,18.988,0.332;17.577,8.474,1.312;9.352,16.519,1.032;13.261,6.507,0.261;17.735,12.099,1.052;0.796,9.974,0.995;15.173,13.157,1.976;16.998,8.238,1.129;18.174,11.112,0.251;12.787,18.624,1.374;2.866,0.343,0.345;0.335,7.414,0.388;9.131,3.029,0.840;7.946,6.539,0.655;1.066,19.772,0.375;10.226,17.968,1.005;0.262,0.612,0.331;1.203,2.142,0.202;9.409,6.749,0.969;17.535,14.032,0.267;9.678,6.084,0.403;11.882,2.290,1.282;11.159,19.259,0.259;8.593,14.154,0.246;19.601,8.569,0.705;14.662,2.104,0.713;9.607,7.935,0.203;10.915,3.173,0.346;13.765,11.741,0.380;17.740,7.257,2.054;14.590,3.940,0.317;14.504,18.837,0.265;13.697,17.805,0.316;16.944,10.575,1.156;9.334,19.259,0.383;16.207,1.313,0.321;1.423,1.832,0.248;18.153,7.240,2.428;19.005,0.328,0.447;10.959,13.005,0.329;7.879,15.626,0.963;16.498,9.366,1.292;7.299,8.862,0.243;5.950,0.508,0.299;8.046,1.079,1.141;10.085,2.421,0.979;12.119,13.750,1.592;15.452,5.724,0.360;18.647,15.134,0.395;1.017,9.829,0.800;11.139,1.121,1.389;9.928,7.507,0.402;1.035,17.671,0.799;11.166,5.700,1.241;10.836,16.224,0.703;12.601,5.905,1.165;18.379,13.051,0.307;6.415,2.262,1.245;3.374,18.501,0.495;5.573,1.025,0.474;13.973,3.344,1.150;15.996,6.084,0.338;7.282,14.462,1.244;16.665,19.544,0.227;2.993,0.381,0.381;1.462,11.498,0.727;0.571,18.398,0.248;15.155,0.236,0.220;11.179,7.671,0.901;19.726,18.368,0.237;6.360,7.638,0.321;10.673,14.320,1.186;15.111,1.207,1.141"
47,drone_4,8.9492,9.0824,17.0000,17.0000,"14.010,10.586,0.308;8.421,3.013,1.349;0.752,7.399,0.606;17.169,8.849,0.391;10.111,7.091,0.479;7.858,15.554,0.324;19.029,14.605,0.287;15.796,14.367,0.340;3.200,1.883,0.345;0.269,17.746,0.361;6.187,2.476,1.109;19.332,15.034,0.759;2.955,7.998,0.782;13.142,13.831,1.348;12.338,4.470,1.867;4.110,8.784,0.439;15.134,9.372,0.462;14.955,7.459,0.414;9.832,0.616,0.454;3.222,18.988,0.332;17.577,8.474,1.312;9.352,16.519,1.032;13.261,6.507,0.261;17.735,12.099,1.052;0.796,9.974,0.995;15.173,13.157,1.976;16.998,8.238,1.129;18.174,11.112,0.251;12.787,18.624,1.374;2.866,0.343,0.345;0.335,7.414,0.388;9.131,3.029,0.840;7.946,6.539,0.655;1.066,19.772,0.375;10.226,17.968,1.005;0.262,0.612,0.331;1.203,2.142,0.202;9.409,6.749,0.969;17.535,14.032,0.267;9.678,6.084,0.403;11.882,2.290,1.282;11.159,19.259,0.259;8.593,14.154,0.246;19.601,8.569,0.705;14.662,2.104,0.713;9.607,7.935,0.203;10.915,3.173,0.346;13.765,11.741,0.380;17.740,7.257,2.054;14.590,3.940,0.317;14.504,18.837,0.265;13.697,17.805,0.316;16.944,10.575,1.156;9.334,19.259,0.383;16.207,1.313,0.321;1.423,1.832,0.248;18.153,7.240,2.428;19.005,0.328,0.447;10.959,13.005,0.329;7.879,15.626,0.963;16.498,9.366,1.292;7.299,8.862,0.243;5.950,0.508,0.299;8.046,1.079,1.141;10.085,2.421,0.979;12.119,13.750,1.592;15.452,5.724,0.360;18.647,15.134,0.395;1.017,9.829,0.800;11.139,1.121,1.389;9.928,7.507,0.402;1.035,17.671,0.799;11.166,5.700,1.241;10.836,16.224,0.703;12.601,5.905,1.165;18.379,13.051,0.307;6.415,2.262,1.245;3.374,18.501,0.495;5.573,1.025,0.474;13.973,3.344,1.150;15.996,6.084,0.338;7.282,14.462,1.244;16.665,19.544,0.227;2.993,0.381,0.381;1.462,11.498,0.727;0.571,18.398,0.248;15.155,0.236,0.220;11.179,7.671,0.901;19.726,18.368,0.237;6.360,7.638,0.321;10.673,14.320,1.186;15.111,1.207,1.141"
