Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
24,drone_3,11.8749,12.8069,17.0000,17.0000,"17.600,7.491,0.240;2.560,12.024,0.319;3.385,13.455,1.611;5.855,4.092,0.212;1.268,0.401,0.403;1.554,12.895,0.380;6.642,13.303,1.016;1.059,16.743,0.270;3.625,14.572,1.174;14.348,14.450,1.052;2.257,9.773,0.442;16.578,0.445,0.288;12.368,9.643,0.307;17.625,14.207,0.379;13.882,8.690,0.457;2.635,7.185,1.051;14.873,9.772,0.734;14.673,18.160,0.372;9.008,0.799,0.955;4.987,12.100,0.625;13.116,7.989,0.632;12.502,17.359,2.203;11.328,15.530,0.604;4.934,1.484,1.339;17.273,3.184,0.485;9.223,14.855,0.244;2.550,15.830,1.400;0.381,14.927,0.302;0.279,12.893,0.393;5.455,6.445,0.381;8.146,1.132,0.370;1.446,13.866,0.218;12.260,11.022,0.661;9.811,18.234,0.762;5.310,6.528,0.383;0.771,18.366,0.398;15.284,11.181,0.276;19.312,1.887,0.996;8.730,13.310,0.276;17.506,1.858,0.959;0.132,1.969,0.238;16.934,12.524,0.294;0.744,3.123,0.397;13.143,11.174,1.038;17.743,12.531,1.123;18.030,4.238,0.481;2.437,0.471,0.496;17.446,11.449,0.498;3.367,18.748,1.219;1.394,18.719,1.736;17.711,8.485,0.349;7.822,13.778,1.152;6.144,12.371,0.936;9.201,15.399,0.294;1.260,9.125,0.321;19.272,3.082,0.477;1.451,13.700,0.216;3.403,16.908,1.063;16.627,13.958,0.307;13.683,5.814,0.449;0.396,9.359,0.779;4.635,3.996,0.651;14.794,0.658,0.212;2.189,1.731,1.073;0.226,7.973,0.201;9.830,15.972,0.304;2.320,19.364,0.977;10.188,15.754,0.454;16.874,12.558,1.236;4.804,5.167,0.347;12.369,1.095,0.367;14.289,16.171,0.460;3.899,6.287,0.421;19.630,5.713,0.414;16.793,11.652,0.897;18.952,12.838,0.389;14.147,9.172,0.438;8.860,17.003,0.872;17.567,7.499,0.344;13.905,13.569,0.329;14.874,9.865,0.805;1.362,7.014,0.765;15.909,11.329,1.176;1.949,11.405,1.263;6.598,1.928,0.272;3.379,12.683,0.925;11.223,7.207,0.319;18.722,11.402,2.068;7.783,19.350,0.446;18.446,4.071,0.235;0.728,11.885,1.273;6.400,0.432,0.420;2.522,8.274,0.201;0.734,14.691,0.602;8.458,16.118,0.332;19.511,6.769,0.644;13.994,15.936,0.811;13.718,10.737,2.161"
24,drone_4,9.9191,10.7837,17.0000,17.0000,"17.600,7.491,0.240;2.560,12.024,0.319;3.385,13.455,1.611;5.855,4.092,0.212;1.268,0.401,0.403;1.554,12.895,0.380;6.642,13.303,1.016;1.059,16.743,0.270;3.625,14.572,1.174;14.348,14.450,1.052;2.257,9.773,0.442;16.578,0.445,0.288;12.368,9.643,0.307;17.625,14.207,0.379;13.882,8.690,0.457;2.635,7.185,1.051;14.873,9.772,0.734;14.673,18.160,0.372;9.008,0.799,0.955;4.987,12.100,0.625;13.116,7.989,0.632;12.502,17.359,2.203;11.328,15.530,0.604;4.934,1.484,1.339;17.273,3.184,0.485;9.223,14.855,0.244;2.550,15.830,1.400;0.381,14.927,0.302;0.279,12.893,0.393;5.455,6.445,0.381;8.146,1.132,0.370;1.446,13.866,0.218;12.260,11.022,0.661;9.811,18.234,0.762;5.310,6.528,0.383;0.771,18.366,0.398;15.284,11.181,0.276;19.312,1.887,0.996;8.730,13.310,0.276;17.506,1.858,0.959;0.132,1.969,0.238;16.934,12.524,0.294;0.744,3.123,0.397;13.143,11.174,1.038;17.743,12.531,1.123;18.030,4.238,0.481;2.437,0.471,0.496;17.446,11.449,0.498;3.367,18.748,1.219;1.394,18.719,1.736;17.711,8.485,0.349;7.822,13.778,1.152;6.144,12.371,0.936;9.201,15.399,0.294;1.260,9.125,0.321;19.272,3.082,0.477;1.451,13.700,0.216;3.403,16.908,1.063;16.627,13.958,0.307;13.683,5.814,0.449;0.396,9.359,0.779;4.635,3.996,0.651;14.794,0.658,0.212;2.189,1.731,1.073;0.226,7.973,0.201;9.830,15.972,0.304;2.320,19.364,0.977;10.188,15.754,0.454;16.874,12.558,1.236;4.804,5.167,0.347;12.369,1.095,0.367;14.289,16.171,0.460;3.899,6.287,0.421;19.630,5.713,0.414;16.793,11.652,0.897;18.952,12.838,0.389;14.147,9.172,0.438;8.860,17.003,0.872;17.567,7.499,0.344;13.905,13.569,0.329;14.874,9.865,0.805;1.362,7.014,0.765;15.909,11.329,1.176;1.949,11.405,1.263;6.598,1.928,0.272;3.379,12.683,0.925;11.223,7.207,0.319;18.722,11.402,2.068;7.783,19.350,0.446;18.446,4.071,0.235;0.728,11.885,1.273;6.400,0.432,0.420;2.522,8.274,0.201;0.734,14.691,0.602;8.458,16.118,0.332;19.511,6.769,0.644;13.994,15.936,0.811;13.718,10.737,2.161"
24,drone_6,16.9894,6.4841,17.0000,17.0000,"17.600,7.491,0.240;2.560,12.024,0.319;3.385,13.455,1.611;5.855,4.092,0.212;1.268,0.401,0.403;1.554,12.895,0.380;6.642,13.303,1.016;1.059,16.743,0.270;3.625,14.572,1.174;14.348,14.450,1.052;2.257,9.773,0.442;16.578,0.445,0.288;12.368,9.643,0.307;17.625,14.207,0.379;13.882,8.690,0.457;2.635,7.185,1.051;14.873,9.772,0.734;14.673,18.160,0.372;9.008,0.799,0.955;4.987,12.100,0.625;13.116,7.989,0.632;12.502,17.359,2.203;11.328,15.530,0.604;4.934,1.484,1.339;17.273,3.184,0.485;9.223,14.855,0.244;2.550,15.830,1.400;0.381,14.927,0.302;0.279,12.893,0.393;5.455,6.445,0.381;8.146,1.132,0.370;1.446,13.866,0.218;12.260,11.022,0.661;9.811,18.234,0.762;5.310,6.528,0.383;0.771,18.366,0.398;15.284,11.181,0.276;19.312,1.887,0.996;8.730,13.310,0.276;17.506,1.858,0.959;0.132,1.969,0.238;16.934,12.524,0.294;0.744,3.123,0.397;13.143,11.174,1.038;17.743,12.531,1.123;18.030,4.238,0.481;2.437,0.471,0.496;17.446,11.449,0.498;3.367,18.748,1.219;1.394,18.719,1.736;17.711,8.485,0.349;7.822,13.778,1.152;6.144,12.371,0.936;9.201,15.399,0.294;1.260,9.125,0.321;19.272,3.082,0.477;1.451,13.700,0.216;3.403,16.908,1.063;16.627,13.958,0.307;13.683,5.814,0.449;0.396,9.359,0.779;4.635,3.996,0.651;14.794,0.658,0.212;2.189,1.731,1.073;0.226,7.973,0.201;9.830,15.972,0.304;2.320,19.364,0.977;10.188,15.754,0.454;16.874,12.558,1.236;4.804,5.167,0.347;12.369,1.095,0.367;14.289,16.171,0.460;3.899,6.287,0.421;19.630,5.713,0.414;16.793,11.652,0.897;18.952,12.838,0.389;14.147,9.172,0.438;8.860,17.003,0.872;17.567,7.499,0.344;13.905,13.569,0.329;14.874,9.865,0.805;1.362,7.014,0.765;15.909,11.329,1.176;1.949,11.405,1.263;6.598,1.928,0.272;3.379,12.683,0.925;11.223,7.207,0.319;18.722,11.402,2.068;7.783,19.350,0.446;18.446,4.071,0.235;0.728,11.885,1.273;6.400,0.432,0.420;2.522,8.274,0.201;0.734,14.691,0.602;8.458,16.118,0.332;19.511,6.769,0.644;13.994,15.936,0.811;13.718,10.737,2.161"
24,drone_9,9.9960,19.7053,17.0000,17.0000,"17.600,7.491,0.240;2.560,12.024,0.319;3.385,13.455,1.611;5.855,4.092,0.212;1.268,0.401,0.403;1.554,12.895,0.380;6.642,13.303,1.016;1.059,16.743,0.270;3.625,14.572,1.174;14.348,14.450,1.052;2.257,9.773,0.442;16.578,0.445,0.288;12.368,9.643,0.307;17.625,14.207,0.379;13.882,8.690,0.457;2.635,7.185,1.051;14.873,9.772,0.734;14.673,18.160,0.372;9.008,0.799,0.955;4.987,12.100,0.625;13.116,7.989,0.632;12.502,17.359,2.203;11.328,15.530,0.604;4.934,1.484,1.339;17.273,3.184,0.485;9.223,14.855,0.244;2.550,15.830,1.400;0.381,14.927,0.302;0.279,12.893,0.393;5.455,6.445,0.381;8.146,1.132,0.370;1.446,13.866,0.218;12.260,11.022,0.661;9.811,18.234,0.762;5.310,6.528,0.383;0.771,18.366,0.398;15.284,11.181,0.276;19.312,1.887,0.996;8.730,13.310,0.276;17.506,1.858,0.959;0.132,1.969,0.238;16.934,12.524,0.294;0.744,3.123,0.397;13.143,11.174,1.038;17.743,12.531,1.123;18.030,4.238,0.481;2.437,0.471,0.496;17.446,11.449,0.498;3.367,18.748,1.219;1.394,18.719,1.736;17.711,8.485,0.349;7.822,13.778,1.152;6.144,12.371,0.936;9.201,15.399,0.294;1.260,9.125,0.321;19.272,3.082,0.477;1.451,13.700,0.216;3.403,16.908,1.063;16.627,13.958,0.307;13.683,5.814,0.449;0.396,9.359,0.779;4.635,3.996,0.651;14.794,0.658,0.212;2.189,1.731,1.073;0.226,7.973,0.201;9.830,15.972,0.304;2.320,19.364,0.977;10.188,15.754,0.454;16.874,12.558,1.236;4.804,5.167,0.347;12.369,1.095,0.367;14.289,16.171,0.460;3.899,6.287,0.421;19.630,5.713,0.414;16.793,11.652,0.897;18.952,12.838,0.389;14.147,9.172,0.438;8.860,17.003,0.872;17.567,7.499,0.344;13.905,13.569,0.329;14.874,9.865,0.805;1.362,7.014,0.765;15.909,11.329,1.176;1.949,11.405,1.263;6.598,1.928,0.272;3.379,12.683,0.925;11.223,7.207,0.319;18.722,11.402,2.068;7.783,19.350,0.446;18.446,4.071,0.235;0.728,11.885,1.273;6.400,0.432,0.420;2.522,8.274,0.201;0.734,14.691,0.602;8.458,16.118,0.332;19.511,6.769,0.644;13.994,15.936,0.811;13.718,10.737,2.161"
25,drone_0,12.1980,5.8235,17.0000,17.0000,"17.600,7.491,0.240;2.560,12.024,0.319;3.385,13.455,1.611;5.855,4.092,0.212;1.268,0.401,0.403;1.554,12.895,0.380;6.642,13.303,1.016;1.059,16.743,0.270;3.625,14.572,1.174;14.348,14.450,1.052;2.257,9.773,0.442;16.578,0.445,0.288;12.368,9.643,0.307;17.625,14.207,0.379;13.882,8.690,0.457;2.635,7.185,1.051;14.873,9.772,0.734;14.673,18.160,0.372;9.008,0.799,0.955;4.987,12.100,0.625;13.116,7.989,0.632;12.502,17.359,2.203;11.328,15.530,0.604;4.934,1.484,1.339;17.273,3.184,0.485;9.223,14.855,0.244;2.550,15.830,1.400;0.381,14.927,0.302;0.279,12.893,0.393;5.455,6.445,0.381;8.146,1.132,0.370;1.446,13.866,0.218;12.260,11.022,0.661;9.811,18.234,0.762;5.310,6.528,0.383;0.771,18.366,0.398;15.284,11.181,0.276;19.312,1.887,0.996;8.730,13.310,0.276;17.506,1.858,0.959;0.132,1.969,0.238;16.934,12.524,0.294;0.744,3.123,0.397;13.143,11.174,1.038;17.743,12.531,1.123;18.030,4.238,0.481;2.437,0.471,0.496;17.446,11.449,0.498;3.367,18.748,1.219;1.394,18.719,1.736;17.711,8.485,0.349;7.822,13.778,1.152;6.144,12.371,0.936;9.201,15.399,0.294;1.260,9.125,0.321;19.272,3.082,0.477;1.451,13.700,0.216;3.403,16.908,1.063;16.627,13.958,0.307;13.683,5.814,0.449;0.396,9.359,0.779;4.635,3.996,0.651;14.794,0.658,0.212;2.189,1.731,1.073;0.226,7.973,0.201;9.830,15.972,0.304;2.320,19.364,0.977;10.188,15.754,0.454;16.874,12.558,1.236;4.804,5.167,0.347;12.369,1.095,0.367;14.289,16.171,0.460;3.899,6.287,0.421;19.630,5.713,0.414;16.793,11.652,0.897;18.952,12.838,0.389;14.147,9.172,0.438;8.860,17.003,0.872;17.567,7.499,0.344;13.905,13.569,0.329;14.874,9.865,0.805;1.362,7.014,0.765;15.909,11.329,1.176;1.949,11.405,1.263;6.598,1.928,0.272;3.379,12.683,0.925;11.223,7.207,0.319;18.722,11.402,2.068;7.783,19.350,0.446;18.446,4.071,0.235;0.728,11.885,1.273;6.400,0.432,0.420;2.522,8.274,0.201;0.734,14.691,0.602;8.458,16.118,0.332;19.511,6.769,0.644;13.994,15.936,0.811;13.718,10.737,2.161"
25,drone_3,11.9966,12.9656,17.0000,17.0000,"17.600,7.491,0.240;2.560,12.024,0.319;3.385,13.455,1.611;5.855,4.092,0.212;1.268,0.401,0.403;1.554,12.895,0.380;6.642,13.303,1.016;1.059,16.743,0.270;3.625,14.572,1.174;14.348,14.450,1.052;2.257,9.773,0.442;16.578,0.445,0.288;12.368,9.643,0.307;17.625,14.207,0.379;13.882,8.690,0.457;2.635,7.185,1.051;14.873,9.772,0.734;14.673,18.160,0.372;9.008,0.799,0.955;4.987,12.100,0.625;13.116,7.989,0.632;12.502,17.359,2.203;11.328,15.530,0.604;4.934,1.484,1.339;17.273,3.184,0.485;9.223,14.855,0.244;2.550,15.830,1.400;0.381,14.927,0.302;0.279,12.893,0.393;5.455,6.445,0.381;8.146,1.132,0.370;1.446,13.866,0.218;12.260,11.022,0.661;9.811,18.234,0.762;5.310,6.528,0.383;0.771,18.366,0.398;15.284,11.181,0.276;19.312,1.887,0.996;8.730,13.310,0.276;17.506,1.858,0.959;0.132,1.969,0.238;16.934,12.524,0.294;0.744,3.123,0.397;13.143,11.174,1.038;17.743,12.531,1.123;18.030,4.238,0.481;2.437,0.471,0.496;17.446,11.449,0.498;3.367,18.748,1.219;1.394,18.719,1.736;17.711,8.485,0.349;7.822,13.778,1.152;6.144,12.371,0.936;9.201,15.399,0.294;1.260,9.125,0.321;19.272,3.082,0.477;1.451,13.700,0.216;3.403,16.908,1.063;16.627,13.958,0.307;13.683,5.814,0.449;0.396,9.359,0.779;4.635,3.996,0.651;14.794,0.658,0.212;2.189,1.731,1.073;0.226,7.973,0.201;9.830,15.972,0.304;2.320,19.364,0.977;10.188,15.754,0.454;16.874,12.558,1.236;4.804,5.167,0.347;12.369,1.095,0.367;14.289,16.171,0.460;3.899,6.287,0.421;19.630,5.713,0.414;16.793,11.652,0.897;18.952,12.838,0.389;14.147,9.172,0.438;8.860,17.003,0.872;17.567,7.499,0.344;13.905,13.569,0.329;14.874,9.865,0.805;1.362,7.014,0.765;15.909,11.329,1.176;1.949,11.405,1.263;6.598,1.928,0.272;3.379,12.683,0.925;11.223,7.207,0.319;18.722,11.402,2.068;7.783,19.350,0.446;18.446,4.071,0.235;0.728,11.885,1.273;6.400,0.432,0.420;2.522,8.274,0.201;0.734,14.691,0.602;8.458,16.118,0.332;19.511,6.769,0.644;13.994,15.936,0.811;13.718,10.737,2.161"
25,drone_4,10.0233,10.9544,17.0000,17.0000,"17.600,7.491,0.240;2.560,12.024,0.319;3.385,13.455,1.611;5.855,4.092,0.212;1.268,0.401,0.403;1.554,12.895,0.380;6.642,13.303,1.016;1.059,16.743,0.270;3.625,14.572,1.174;14.348,14.450,1.052;2.257,9.773,0.442;16.578,0.445,0.288;12.368,9.643,0.307;17.625,14.207,0.379;13.882,8.690,0.457;2.635,7.185,1.051;14.873,9.772,0.734;14.673,18.160,0.372;9.008,0.799,0.955;4.987,12.100,0.625;13.116,7.989,0.632;12.502,17.359,2.203;11.328,15.530,0.604;4.934,1.484,1.339;17.273,3.184,0.485;9.223,14.855,0.244;2.550,15.830,1.400;0.381,14.927,0.302;0.279,12.893,0.393;5.455,6.445,0.381;8.146,1.132,0.370;1.446,13.866,0.218;12.260,11.022,0.661;9.811,18.234,0.762;5.310,6.528,0.383;0.771,18.366,0.398;15.284,11.181,0.276;19.312,1.887,0.996;8.730,13.310,0.276;17.506,1.858,0.959;0.132,1.969,0.238;16.934,12.524,0.294;0.744,3.123,0.397;13.143,11.174,1.038;17.743,12.531,1.123;18.030,4.238,0.481;2.437,0.471,0.496;17.446,11.449,0.498;3.367,18.748,1.219;1.394,18.719,1.736;17.711,8.485,0.349;7.822,13.778,1.152;6.144,12.371,0.936;9.201,15.399,0.294;1.260,9.125,0.321;19.272,3.082,0.477;1.451,13.700,0.216;3.403,16.908,1.063;16.627,13.958,0.307;13.683,5.814,0.449;0.396,9.359,0.779;4.635,3.996,0.651;14.794,0.658,0.212;2.189,1.731,1.073;0.226,7.973,0.201;9.830,15.972,0.304;2.320,19.364,0.977;10.188,15.754,0.454;16.874,12.558,1.236;4.804,5.167,0.347;12.369,1.095,0.367;14.289,16.171,0.460;3.899,6.287,0.421;19.630,5.713,0.414;16.793,11.652,0.897;18.952,12.838,0.389;14.147,9.172,0.438;8.860,17.003,0.872;17.567,7.499,0.344;13.905,13.569,0.329;14.874,9.865,0.805;1.362,7.014,0.765;15.909,11.329,1.176;1.949,11.405,1.263;6.598,1.928,0.272;3.379,12.683,0.925;11.223,7.207,0.319;18.722,11.402,2.068;7.783,19.350,0.446;18.446,4.071,0.235;0.728,11.885,1.273;6.400,0.432,0.420;2.522,8.274,0.201;0.734,14.691,0.602;8.458,16.118,0.332;19.511,6.769,0.644;13.994,15.936,0.811;13.718,10.737,2.161"
25,drone_6,17.0969,6.6528,17.0000,17.0000,"17.600,7.491,0.240;2.560,12.024,0.319;3.385,13.455,1.611;5.855,4.092,0.212;1.268,0.401,0.403;1.554,12.895,0.380;6.642,13.303,1.016;1.059,16.743,0.270;3.625,14.572,1.174;14.348,14.450,1.052;2.257,9.773,0.442;16.578,0.445,0.288;12.368,9.643,0.307;17.625,14.207,0.379;13.882,8.690,0.457;2.635,7.185,1.051;14.873,9.772,0.734;14.673,18.160,0.372;9.008,0.799,0.955;4.987,12.100,0.625;13.116,7.989,0.632;12.502,17.359,2.203;11.328,15.530,0.604;4.934,1.484,1.339;17.273,3.184,0.485;9.223,14.855,0.244;2.550,15.830,1.400;0.381,14.927,0.302;0.279,12.893,0.393;5.455,6.445,0.381;8.146,1.132,0.370;1.446,13.866,0.218;12.260,11.022,0.661;9.811,18.234,0.762;5.310,6.528,0.383;0.771,18.366,0.398;15.284,11.181,0.276;19.312,1.887,0.996;8.730,13.310,0.276;17.506,1.858,0.959;0.132,1.969,0.238;16.934,12.524,0.294;0.744,3.123,0.397;13.143,11.174,1.038;17.743,12.531,1.123;18.030,4.238,0.481;2.437,0.471,0.496;17.446,11.449,0.498;3.367,18.748,1.219;1.394,18.719,1.736;17.711,8.485,0.349;7.822,13.778,1.152;6.144,12.371,0.936;9.201,15.399,0.294;1.260,9.125,0.321;19.272,3.082,0.477;1.451,13.700,0.216;3.403,16.908,1.063;16.627,13.958,0.307;13.683,5.814,0.449;0.396,9.359,0.779;4.635,3.996,0.651;14.794,0.658,0.212;2.189,1.731,1.073;0.226,7.973,0.201;9.830,15.972,0.304;2.320,19.364,0.977;10.188,15.754,0.454;16.874,12.558,1.236;4.804,5.167,0.347;12.369,1.095,0.367;14.289,16.171,0.460;3.899,6.287,0.421;19.630,5.713,0.414;16.793,11.652,0.897;18.952,12.838,0.389;14.147,9.172,0.438;8.860,17.003,0.872;17.567,7.499,0.344;13.905,13.569,0.329;14.874,9.865,0.805;1.362,7.014,0.765;15.909,11.329,1.176;1.949,11.405,1.263;6.598,1.928,0.272;3.379,12.683,0.925;11.223,7.207,0.319;18.722,11.402,2.068;7.783,19.350,0.446;18.446,4.071,0.235;0.728,11.885,1.273;6.400,0.432,0.420;2.522,8.274,0.201;0.734,14.691,0.602;8.458,16.118,0.332;19.511,6.769,0.644;13.994,15.936,0.811;13.718,10.737,2.161"
25,drone_9,10.1927,19.7417,17.0000,17.0000,"17.600,7.491,0.240;2.560,12.024,0.319;3.385,13.455,1.611;5.855,4.092,0.212;1.268,0.401,0.403;1.554,12.895,0.380;6.642,13.303,1.016;1.059,16.743,0.270;3.625,14.572,1.174;14.348,14.450,1.052;2.257,9.773,0.442;16.578,0.445,0.288;12.368,9.643,0.307;17.625,14.207,0.379;13.882,8.690,0.457;2.635,7.185,1.051;14.873,9.772,0.734;14.673,18.160,0.372;9.008,0.799,0.955;4.987,12.100,0.625;13.116,7.989,0.632;12.502,17.359,2.203;11.328,15.530,0.604;4.934,1.484,1.339;17.273,3.184,0.485;9.223,14.855,0.244;2.550,15.830,1.400;0.381,14.927,0.302;0.279,12.893,0.393;5.455,6.445,0.381;8.146,1.132,0.370;1.446,13.866,0.218;12.260,11.022,0.661;9.811,18.234,0.762;5.310,6.528,0.383;0.771,18.366,0.398;15.284,11.181,0.276;19.312,1.887,0.996;8.730,13.310,0.276;17.506,1.858,0.959;0.132,1.969,0.238;16.934,12.524,0.294;0.744,3.123,0.397;13.143,11.174,1.038;17.743,12.531,1.123;18.030,4.238,0.481;2.437,0.471,0.496;17.446,11.449,0.498;3.367,18.748,1.219;1.394,18.719,1.736;17.711,8.485,0.349;7.822,13.778,1.152;6.144,12.371,0.936;9.201,15.399,0.294;1.260,9.125,0.321;19.272,3.082,0.477;1.451,13.700,0.216;3.403,16.908,1.063;16.627,13.958,0.307;13.683,5.814,0.449;0.396,9.359,0.779;4.635,3.996,0.651;14.794,0.658,0.212;2.189,1.731,1.073;0.226,7.973,0.201;9.830,15.972,0.304;2.320,19.364,0.977;10.188,15.754,0.454;16.874,12.558,1.236;4.804,5.167,0.347;12.369,1.095,0.367;14.289,16.171,0.460;3.899,6.287,0.421;19.630,5.713,0.414;16.793,11.652,0.897;18.952,12.838,0.389;14.147,9.172,0.438;8.860,17.003,0.872;17.567,7.499,0.344;13.905,13.569,0.329;14.874,9.865,0.805;1.362,7.014,0.765;15.909,11.329,1.176;1.949,11.405,1.263;6.598,1.928,0.272;3.379,12.683,0.925;11.223,7.207,0.319;18.722,11.402,2.068;7.783,19.350,0.446;18.446,4.071,0.235;0.728,11.885,1.273;6.400,0.432,0.420;2.522,8.274,0.201;0.734,14.691,0.602;8.458,16.118,0.332;19.511,6.769,0.644;13.994,15.936,0.811;13.718,10.737,2.161"
26,drone_0,12.3210,5.9812,17.0000,17.0000,"17.600,7.491,0.240;2.560,12.024,0.319;3.385,13.455,1.611;5.855,4.092,0.212;1.268,0.401,0.403;1.554,12.895,0.380;6.642,13.303,1.016;1.059,16.743,0.270;3.625,14.572,1.174;14.348,14.450,1.052;2.257,9.773,0.442;16.578,0.445,0.288;12.368,9.643,0.307;17.625,14.207,0.379;13.882,8.690,0.457;2.635,7.185,1.051;14.873,9.772,0.734;14.673,18.160,0.372;9.008,0.799,0.955;4.987,12.100,0.625;13.116,7.989,0.632;12.502,17.359,2.203;11.328,15.530,0.604;4.934,1.484,1.339;17.273,3.184,0.485;9.223,14.855,0.244;2.550,15.830,1.400;0.381,14.927,0.302;0.279,12.893,0.393;5.455,6.445,0.381;8.146,1.132,0.370;1.446,13.866,0.218;12.260,11.022,0.661;9.811,18.234,0.762;5.310,6.528,0.383;0.771,18.366,0.398;15.284,11.181,0.276;19.312,1.887,0.996;8.730,13.310,0.276;17.506,1.858,0.959;0.132,1.969,0.238;16.934,12.524,0.294;0.744,3.123,0.397;13.143,11.174,1.038;17.743,12.531,1.123;18.030,4.238,0.481;2.437,0.471,0.496;17.446,11.449,0.498;3.367,18.748,1.219;1.394,18.719,1.736;17.711,8.485,0.349;7.822,13.778,1.152;6.144,12.371,0.936;9.201,15.399,0.294;1.260,9.125,0.321;19.272,3.082,0.477;1.451,13.700,0.216;3.403,16.908,1.063;16.627,13.958,0.307;13.683,5.814,0.449;0.396,9.359,0.779;4.635,3.996,0.651;14.794,0.658,0.212;2.189,1.731,1.073;0.226,7.973,0.201;9.830,15.972,0.304;2.320,19.364,0.977;10.188,15.754,0.454;16.874,12.558,1.236;4.804,5.167,0.347;12.369,1.095,0.367;14.289,16.171,0.460;3.899,6.287,0.421;19.630,5.713,0.414;16.793,11.652,0.897;18.952,12.838,0.389;14.147,9.172,0.438;8.860,17.003,0.872;17.567,7.499,0.344;13.905,13.569,0.329;14.874,9.865,0.805;1.362,7.014,0.765;15.909,11.329,1.176;1.949,11.405,1.263;6.598,1.928,0.272;3.379,12.683,0.925;11.223,7.207,0.319;18.722,11.402,2.068;7.783,19.350,0.446;18.446,4.071,0.235;0.728,11.885,1.273;6.400,0.432,0.420;2.522,8.274,0.201;0.734,14.691,0.602;8.458,16.118,0.332;19.511,6.769,0.644;13.994,15.936,0.811;13.718,10.737,2.161"
26,drone_3,12.1155,13.1264,17.0000,17.0000,"17.600,7.491,0.240;2.560,12.024,0.319;3.385,13.455,1.611;5.855,4.092,0.212;1.268,0.401,0.403;1.554,12.895,0.380;6.642,13.303,1.016;1.059,16.743,0.270;3.625,14.572,1.174;14.348,14.450,1.052;2.257,9.773,0.442;16.578,0.445,0.288;12.368,9.643,0.307;17.625,14.207,0.379;13.882,8.690,0.457;2.635,7.185,1.051;14.873,9.772,0.734;14.673,18.160,0.372;9.008,0.799,0.955;4.987,12.100,0.625;13.116,7.989,0.632;12.502,17.359,2.203;11.328,15.530,0.604;4.934,1.484,1.339;17.273,3.184,0.485;9.223,14.855,0.244;2.550,15.830,1.400;0.381,14.927,0.302;0.279,12.893,0.393;5.455,6.445,0.381;8.146,1.132,0.370;1.446,13.866,0.218;12.260,11.022,0.661;9.811,18.234,0.762;5.310,6.528,0.383;0.771,18.366,0.398;15.284,11.181,0.276;19.312,1.887,0.996;8.730,13.310,0.276;17.506,1.858,0.959;0.132,1.969,0.238;16.934,12.524,0.294;0.744,3.123,0.397;13.143,11.174,1.038;17.743,12.531,1.123;18.030,4.238,0.481;2.437,0.471,0.496;17.446,11.449,0.498;3.367,18.748,1.219;1.394,18.719,1.736;17.711,8.485,0.349;7.822,13.778,1.152;6.144,12.371,0.936;9.201,15.399,0.294;1.260,9.125,0.321;19.272,3.082,0.477;1.451,13.700,0.216;3.403,16.908,1.063;16.627,13.958,0.307;13.683,5.814,0.449;0.396,9.359,0.779;4.635,3.996,0.651;14.794,0.658,0.212;2.189,1.731,1.073;0.226,7.973,0.201;9.830,15.972,0.304;2.320,19.364,0.977;10.188,15.754,0.454;16.874,12.558,1.236;4.804,5.167,0.347;12.369,1.095,0.367;14.289,16.171,0.460;3.899,6.287,0.421;19.630,5.713,0.414;16.793,11.652,0.897;18.952,12.838,0.389;14.147,9.172,0.438;8.860,17.003,0.872;17.567,7.499,0.344;13.905,13.569,0.329;14.874,9.865,0.805;1.362,7.014,0.765;15.909,11.329,1.176;1.949,11.405,1.263;6.598,1.928,0.272;3.379,12.683,0.925;11.223,7.207,0.319;18.722,11.402,2.068;7.783,19.350,0.446;18.446,4.071,0.235;0.728,11.885,1.273;6.400,0.432,0.420;2.522,8.274,0.201;0.734,14.691,0.602;8.458,16.118,0.332;19.511,6.769,0.644;13.994,15.936,0.811;13.718,10.737,2.161"
